Country,State,Year,Gender,Type Of Action Against The Crime,"Number Of Persons Arrested (UOM:Number), Scaling Factor:1"
India,Punjab,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,291
India,Punjab,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,30
India,Punjab,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Punjab,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,62
India,Punjab,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,39
India,Punjab,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,34
India,Punjab,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,3
India,Punjab,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Punjab,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,13
India,Punjab,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,365
India,Punjab,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,325
India,Punjab,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,33
India,Punjab,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Punjab,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,75
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,186
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,240
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,162
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,27
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,130
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,3
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,4
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,1
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,9
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,189
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,244
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,163
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,27
India,Rajasthan,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,139
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,4
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,4
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,4
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,4
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Sikkim,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,3032
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,2274
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,986
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,10
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,886
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,282
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,167
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,44
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,42
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,3314
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,2441
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,1030
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,10
India,Tamil Nadu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,928
India,Telangana,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,507
India,Telangana,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,1585
India,Telangana,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,69
India,Telangana,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,168
India,Telangana,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,57
India,Telangana,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,188
India,Telangana,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,9
India,Telangana,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,4
India,Telangana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,564
India,Telangana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,1773
India,Telangana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,78
India,Telangana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Telangana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,172
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,1.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0.00000000000000000000
India,The Dadra and Nagar Haveli and Daman and Diu,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0.00000000000000000000
India,Tripura,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,11
India,Tripura,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,19
India,Tripura,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,3
India,Tripura,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,11
India,Tripura,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,19
India,Tripura,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Tripura,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,3
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,720
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,784
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,78
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,30
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,10
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,10
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,730
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,794
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,78
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Uttar Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,30
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,3
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Uttarakhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,141
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,297
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,44
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,20
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,10
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,11
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,161
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,307
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,West Bengal,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,55
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,4
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,4
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,1
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,1
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,2
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,0
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,4
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,4
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,1
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,1
India,Andaman and Nicobar Islands,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,2
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,974
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,1943
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,216
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,471
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,70
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,172
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,3
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,27
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,1044
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,2115
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,219
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0
India,Andhra Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,498
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,3
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,3
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Arrested,3
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Charge sheeted,3
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Convicted,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Discharged,0
India,Arunachal Pradesh,"Calendar Year (Jan - Dec), 2018",Total (Male+Female+Transgender),Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Persons Arrested,3
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Persons Charge sheeted,2
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Male,Persons Acquitted,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Persons Arrested,1
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Persons Charge sheeted,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Persons Convicted,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Persons Discharged,0
India,Assam,"Calendar Year (Jan - Dec), 2018",Female,Persons Acquitted,0
