Country,State,Year,Gender,Type Of Action Against The Crime,"Number Of Persons Arrested (UOM:Number), Scaling Factor:1"
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,201
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,204
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,11
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,3
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,28
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,1915
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,1907
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,331
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,80
India,Chhattisgarh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,469
India,Delhi,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,514
India,Delhi,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,376
India,Delhi,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,31
India,Delhi,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,11
India,Delhi,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,62
India,Delhi,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,17
India,Delhi,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,18
India,Delhi,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Delhi,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Delhi,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Delhi,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,531
India,Delhi,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,394
India,Delhi,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,31
India,Delhi,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,11
India,Delhi,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,62
India,Goa,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,29
India,Goa,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,31
India,Goa,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,1
India,Goa,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Goa,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,9
India,Goa,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,2
India,Goa,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,13
India,Goa,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,4
India,Goa,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Goa,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,1
India,Goa,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,31
India,Goa,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,44
India,Goa,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,5
India,Goa,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Goa,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,10
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,4772
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,5201
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,30
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,283
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,282
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,336
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,8
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,5054
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,5537
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,30
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Gujarat,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,291
India,Haryana,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,286
India,Haryana,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,258
India,Haryana,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,36
India,Haryana,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Haryana,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,119
India,Haryana,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,11
India,Haryana,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,10
India,Haryana,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Haryana,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Haryana,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,6
India,Haryana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,297
India,Haryana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,268
India,Haryana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,36
India,Haryana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Haryana,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,125
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,181
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,217
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,3
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,58
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,57
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,61
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,10
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,238
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,278
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,3
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Himachal Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,68
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,0.97639185579567921985
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,0.97639185579567921985
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,0.97812686004903352410
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,0.97812686004903352410
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0.00000000000000000000
India,Jammu and Kashmir,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0.00000000000000000000
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,4
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,2
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,4
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,2
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Jharkhand,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,1344
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,1558
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,2
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,67
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,354
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,177
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,186
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,45
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,1521
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,1744
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,2
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,67
India,Karnataka,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,399
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,789
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,797
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,21
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,69
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,60
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,65
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,1
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,8
India,Kerala,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,849
India,Kerala,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,862
India,Kerala,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,22
India,Kerala,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Kerala,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,77
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,0.02360814420432078015
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,0.02360814420432078015
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,0.02187313995096647590
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,0.02187313995096647590
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0.00000000000000000000
India,Ladakh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0.00000000000000000000
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Lakshadweep,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,4156
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,6562
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,934
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,575
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,1412
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,226
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,480
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,45
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,43
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,103
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,4382
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,7042
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,979
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,618
India,Madhya Pradesh,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,1515
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,4579
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,4511
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,167
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,54
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,1024
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,309
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,326
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,4
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,42
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,4888
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,4837
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,171
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,54
India,Maharashtra,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,1066
India,Manipur,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,4
India,Manipur,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,4
India,Manipur,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Manipur,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,1
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Meghalaya,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,11
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,10
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,4
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,11
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,10
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,4
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Mizoram,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,7
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,7
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,1
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,7
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,7
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Nagaland,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,1
India,Odisha,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,85
India,Odisha,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,153
India,Odisha,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,2
India,Odisha,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,25
India,Odisha,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,87
India,Odisha,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,178
India,Odisha,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Odisha,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Male,Persons Charge sheeted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Male,Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Male,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Male,Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Female,Persons Arrested,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Female,Persons Charge sheeted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Female,Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Female,Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Female,Persons Acquitted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Arrested,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Charge sheeted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Convicted,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Discharged,0
India,Puducherry,"Calendar Year (Jan - Dec), 2019",Total (Male+Female+Transgender),Persons Acquitted,0
India,Punjab,"Calendar Year (Jan - Dec), 2019",Male,Persons Arrested,326
