Country,Year,Gender,Crime Head,Action Against Crime,"Number Of Disposal Persons Arrested For Crime Against Senior Citizen (UOM:Number), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2021",Transgender,Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Other IPC Crimes,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Other IPC Crimes,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Other IPC Crimes,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Other IPC Crimes,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Other IPC Crimes,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Rape,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Rape,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Robbery,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Robbery,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Robbery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Robbery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Simple Hurt,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Simple Hurt,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Simple Hurt,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Simple Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Simple Hurt,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Theft,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Theft,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2021",Transgender,Theft,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2021",Transgender,Theft,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,238
India,"Calendar Year (Jan - Dec), 2020",Male,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,271
India,"Calendar Year (Jan - Dec), 2020",Male,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2020",Male,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,20
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to Commit Murder,Persons Arrested,946
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to Commit Murder,Persons Chargesheeted,783
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to Commit Murder,Persons Convicted,15
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to Commit Murder,Persons Discharged,2
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to Commit Murder,Persons Acquitted,67
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to commit Culpable Homicide,Persons Arrested,57
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to commit Culpable Homicide,Persons Chargesheeted,56
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Attempt to commit Culpable Homicide,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Intimidation,Persons Arrested,1743
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Intimidation,Persons Chargesheeted,3032
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Intimidation,Persons Convicted,113
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Intimidation,Persons Discharged,54
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Intimidation,Persons Acquitted,244
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Trespass,Persons Arrested,617
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Trespass,Persons Chargesheeted,1303
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Trespass,Persons Convicted,39
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Criminal Trespass,Persons Acquitted,122
India,"Calendar Year (Jan - Dec), 2020",Male,Culpable Homicide not amounting to Murder,Persons Arrested,140
India,"Calendar Year (Jan - Dec), 2020",Male,Culpable Homicide not amounting to Murder,Persons Chargesheeted,151
India,"Calendar Year (Jan - Dec), 2020",Male,Culpable Homicide not amounting to Murder,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2020",Male,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Culpable Homicide not amounting to Murder,Persons Acquitted,5
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity,Persons Arrested,502
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity,Persons Chargesheeted,453
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity,Persons Convicted,5
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity,Persons Acquitted,5
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity with Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity with Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Extortion,Persons Arrested,119
India,"Calendar Year (Jan - Dec), 2020",Male,Extortion,Persons Chargesheeted,133
India,"Calendar Year (Jan - Dec), 2020",Male,Extortion,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Extortion,Persons Acquitted,9
India,"Calendar Year (Jan - Dec), 2020",Male,"Forgery , Cheating & Fraud",Persons Arrested,1505
India,"Calendar Year (Jan - Dec), 2020",Male,"Forgery , Cheating & Fraud",Persons Chargesheeted,1611
India,"Calendar Year (Jan - Dec), 2020",Male,"Forgery , Cheating & Fraud",Persons Convicted,50
India,"Calendar Year (Jan - Dec), 2020",Male,"Forgery , Cheating & Fraud",Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2020",Male,"Forgery , Cheating & Fraud",Persons Acquitted,121
India,"Calendar Year (Jan - Dec), 2020",Male,Fraud,Persons Arrested,219
India,"Calendar Year (Jan - Dec), 2020",Male,Fraud,Persons Chargesheeted,183
India,"Calendar Year (Jan - Dec), 2020",Male,Fraud,Persons Convicted,17
India,"Calendar Year (Jan - Dec), 2020",Male,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Fraud,Persons Acquitted,23
India,"Calendar Year (Jan - Dec), 2020",Male,Grievous Hurt,Persons Arrested,1579
India,"Calendar Year (Jan - Dec), 2020",Male,Grievous Hurt,Persons Chargesheeted,1931
India,"Calendar Year (Jan - Dec), 2020",Male,Grievous Hurt,Persons Convicted,21
India,"Calendar Year (Jan - Dec), 2020",Male,Grievous Hurt,Persons Discharged,3
India,"Calendar Year (Jan - Dec), 2020",Male,Grievous Hurt,Persons Acquitted,110
India,"Calendar Year (Jan - Dec), 2020",Male,Kidnapping and Abduction,Persons Arrested,31
India,"Calendar Year (Jan - Dec), 2020",Male,Kidnapping and Abduction,Persons Chargesheeted,27
India,"Calendar Year (Jan - Dec), 2020",Male,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Male,Murder,Persons Arrested,2163
India,"Calendar Year (Jan - Dec), 2020",Male,Murder,Persons Chargesheeted,1963
India,"Calendar Year (Jan - Dec), 2020",Male,Murder,Persons Convicted,61
India,"Calendar Year (Jan - Dec), 2020",Male,Murder,Persons Discharged,3
India,"Calendar Year (Jan - Dec), 2020",Male,Murder,Persons Acquitted,154
India,"Calendar Year (Jan - Dec), 2020",Male,Other Cheating,Persons Arrested,1200
India,"Calendar Year (Jan - Dec), 2020",Male,Other Cheating,Persons Chargesheeted,1354
India,"Calendar Year (Jan - Dec), 2020",Male,Other Cheating,Persons Convicted,30
India,"Calendar Year (Jan - Dec), 2020",Male,Other Cheating,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2020",Male,Other Cheating,Persons Acquitted,97
India,"Calendar Year (Jan - Dec), 2020",Male,Other Forgery,Persons Arrested,86
India,"Calendar Year (Jan - Dec), 2020",Male,Other Forgery,Persons Chargesheeted,74
India,"Calendar Year (Jan - Dec), 2020",Male,Other Forgery,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2020",Male,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Other Forgery,Persons Acquitted,1
India,"Calendar Year (Jan - Dec), 2020",Male,Other IPC Crimes,Persons Arrested,5878
India,"Calendar Year (Jan - Dec), 2020",Male,Other IPC Crimes,Persons Chargesheeted,9426
India,"Calendar Year (Jan - Dec), 2020",Male,Other IPC Crimes,Persons Convicted,453
India,"Calendar Year (Jan - Dec), 2020",Male,Other IPC Crimes,Persons Discharged,66
India,"Calendar Year (Jan - Dec), 2020",Male,Other IPC Crimes,Persons Acquitted,662
India,"Calendar Year (Jan - Dec), 2020",Male,Rape,Persons Arrested,68
India,"Calendar Year (Jan - Dec), 2020",Male,Rape,Persons Chargesheeted,54
India,"Calendar Year (Jan - Dec), 2020",Male,Rape,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2020",Male,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Rape,Persons Acquitted,7
India,"Calendar Year (Jan - Dec), 2020",Male,Robbery,Persons Arrested,817
India,"Calendar Year (Jan - Dec), 2020",Male,Robbery,Persons Chargesheeted,601
India,"Calendar Year (Jan - Dec), 2020",Male,Robbery,Persons Convicted,44
India,"Calendar Year (Jan - Dec), 2020",Male,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Male,Robbery,Persons Acquitted,56
India,"Calendar Year (Jan - Dec), 2020",Male,Simple Hurt,Persons Arrested,6211
India,"Calendar Year (Jan - Dec), 2020",Male,Simple Hurt,Persons Chargesheeted,9411
India,"Calendar Year (Jan - Dec), 2020",Male,Simple Hurt,Persons Convicted,253
India,"Calendar Year (Jan - Dec), 2020",Male,Simple Hurt,Persons Discharged,40
India,"Calendar Year (Jan - Dec), 2020",Male,Simple Hurt,Persons Acquitted,862
India,"Calendar Year (Jan - Dec), 2020",Male,Theft,Persons Arrested,1436
India,"Calendar Year (Jan - Dec), 2020",Male,Theft,Persons Chargesheeted,1322
India,"Calendar Year (Jan - Dec), 2020",Male,Theft,Persons Convicted,100
India,"Calendar Year (Jan - Dec), 2020",Male,Theft,Persons Discharged,2
India,"Calendar Year (Jan - Dec), 2020",Male,Theft,Persons Acquitted,109
India,"Calendar Year (Jan - Dec), 2020",Female,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,20
India,"Calendar Year (Jan - Dec), 2020",Female,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,26
India,"Calendar Year (Jan - Dec), 2020",Female,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,3
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to Commit Murder,Persons Arrested,90
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to Commit Murder,Persons Chargesheeted,70
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to Commit Murder,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to Commit Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to Commit Murder,Persons Acquitted,1
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to commit Culpable Homicide,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to commit Culpable Homicide,Persons Chargesheeted,4
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Attempt to commit Culpable Homicide,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Intimidation,Persons Arrested,193
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Intimidation,Persons Chargesheeted,397
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Intimidation,Persons Convicted,7
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Intimidation,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Intimidation,Persons Acquitted,23
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Trespass,Persons Arrested,60
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Trespass,Persons Chargesheeted,153
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Trespass,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Criminal Trespass,Persons Acquitted,10
India,"Calendar Year (Jan - Dec), 2020",Female,Culpable Homicide not amounting to Murder,Persons Arrested,10
India,"Calendar Year (Jan - Dec), 2020",Female,Culpable Homicide not amounting to Murder,Persons Chargesheeted,11
India,"Calendar Year (Jan - Dec), 2020",Female,Culpable Homicide not amounting to Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Culpable Homicide not amounting to Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity,Persons Arrested,28
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity,Persons Chargesheeted,27
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity with Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity with Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Extortion,Persons Arrested,7
India,"Calendar Year (Jan - Dec), 2020",Female,Extortion,Persons Chargesheeted,6
India,"Calendar Year (Jan - Dec), 2020",Female,Extortion,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Extortion,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,"Forgery , Cheating & Fraud",Persons Arrested,94
India,"Calendar Year (Jan - Dec), 2020",Female,"Forgery , Cheating & Fraud",Persons Chargesheeted,87
India,"Calendar Year (Jan - Dec), 2020",Female,"Forgery , Cheating & Fraud",Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2020",Female,"Forgery , Cheating & Fraud",Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,"Forgery , Cheating & Fraud",Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2020",Female,Fraud,Persons Arrested,13
India,"Calendar Year (Jan - Dec), 2020",Female,Fraud,Persons Chargesheeted,7
India,"Calendar Year (Jan - Dec), 2020",Female,Fraud,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Fraud,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Grievous Hurt,Persons Arrested,118
India,"Calendar Year (Jan - Dec), 2020",Female,Grievous Hurt,Persons Chargesheeted,183
India,"Calendar Year (Jan - Dec), 2020",Female,Grievous Hurt,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2020",Female,Grievous Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Grievous Hurt,Persons Acquitted,9
India,"Calendar Year (Jan - Dec), 2020",Female,Kidnapping and Abduction,Persons Arrested,2
India,"Calendar Year (Jan - Dec), 2020",Female,Kidnapping and Abduction,Persons Chargesheeted,3
India,"Calendar Year (Jan - Dec), 2020",Female,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Murder,Persons Arrested,147
India,"Calendar Year (Jan - Dec), 2020",Female,Murder,Persons Chargesheeted,122
India,"Calendar Year (Jan - Dec), 2020",Female,Murder,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2020",Female,Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Murder,Persons Acquitted,11
India,"Calendar Year (Jan - Dec), 2020",Female,Other Cheating,Persons Arrested,75
India,"Calendar Year (Jan - Dec), 2020",Female,Other Cheating,Persons Chargesheeted,75
India,"Calendar Year (Jan - Dec), 2020",Female,Other Cheating,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2020",Female,Other Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Other Cheating,Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2020",Female,Other Forgery,Persons Arrested,6
India,"Calendar Year (Jan - Dec), 2020",Female,Other Forgery,Persons Chargesheeted,5
India,"Calendar Year (Jan - Dec), 2020",Female,Other Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Other Forgery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Other IPC Crimes,Persons Arrested,386
India,"Calendar Year (Jan - Dec), 2020",Female,Other IPC Crimes,Persons Chargesheeted,633
India,"Calendar Year (Jan - Dec), 2020",Female,Other IPC Crimes,Persons Convicted,7
India,"Calendar Year (Jan - Dec), 2020",Female,Other IPC Crimes,Persons Discharged,5
India,"Calendar Year (Jan - Dec), 2020",Female,Other IPC Crimes,Persons Acquitted,37
India,"Calendar Year (Jan - Dec), 2020",Female,Rape,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2020",Female,Rape,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2020",Female,Rape,Persons Convicted,
India,"Calendar Year (Jan - Dec), 2020",Female,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2020",Female,Robbery,Persons Arrested,18
India,"Calendar Year (Jan - Dec), 2020",Female,Robbery,Persons Chargesheeted,11
India,"Calendar Year (Jan - Dec), 2020",Female,Robbery,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2020",Female,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Robbery,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2020",Female,Simple Hurt,Persons Arrested,640
India,"Calendar Year (Jan - Dec), 2020",Female,Simple Hurt,Persons Chargesheeted,1019
India,"Calendar Year (Jan - Dec), 2020",Female,Simple Hurt,Persons Convicted,9
India,"Calendar Year (Jan - Dec), 2020",Female,Simple Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Simple Hurt,Persons Acquitted,84
India,"Calendar Year (Jan - Dec), 2020",Female,Theft,Persons Arrested,45
India,"Calendar Year (Jan - Dec), 2020",Female,Theft,Persons Chargesheeted,43
India,"Calendar Year (Jan - Dec), 2020",Female,Theft,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2020",Female,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2020",Female,Theft,Persons Acquitted,4
India,"Calendar Year (Jan - Dec), 2019",Male,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,251
India,"Calendar Year (Jan - Dec), 2019",Male,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,259
India,"Calendar Year (Jan - Dec), 2019",Male,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,5
India,"Calendar Year (Jan - Dec), 2019",Male,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,14
India,"Calendar Year (Jan - Dec), 2019",Male,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,40
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to Commit Murder,Persons Arrested,1008
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to Commit Murder,Persons Chargesheeted,904
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to Commit Murder,Persons Convicted,45
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to Commit Murder,Persons Discharged,20
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to Commit Murder,Persons Acquitted,197
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to commit Culpable Homicide,Persons Arrested,70
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to commit Culpable Homicide,Persons Chargesheeted,53
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to commit Culpable Homicide,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to commit Culpable Homicide,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2019",Male,Attempt to commit Culpable Homicide,Persons Acquitted,16
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Intimidation,Persons Arrested,1593
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Intimidation,Persons Chargesheeted,2379
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Intimidation,Persons Convicted,184
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Intimidation,Persons Discharged,3
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Intimidation,Persons Acquitted,431
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Trespass,Persons Arrested,611
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Trespass,Persons Chargesheeted,1161
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Trespass,Persons Convicted,35
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Trespass,Persons Discharged,15
India,"Calendar Year (Jan - Dec), 2019",Male,Criminal Trespass,Persons Acquitted,213
India,"Calendar Year (Jan - Dec), 2019",Male,Culpable Homicide not amounting to Murder,Persons Arrested,116
India,"Calendar Year (Jan - Dec), 2019",Male,Culpable Homicide not amounting to Murder,Persons Chargesheeted,132
India,"Calendar Year (Jan - Dec), 2019",Male,Culpable Homicide not amounting to Murder,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2019",Male,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Culpable Homicide not amounting to Murder,Persons Acquitted,21
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity,Persons Arrested,173
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity,Persons Chargesheeted,141
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity,Persons Convicted,10
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity,Persons Acquitted,43
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity with Murder,Persons Arrested,27
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity with Murder,Persons Chargesheeted,27
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Dacoity with Murder,Persons Acquitted,11
India,"Calendar Year (Jan - Dec), 2019",Male,Extortion,Persons Arrested,149
India,"Calendar Year (Jan - Dec), 2019",Male,Extortion,Persons Chargesheeted,145
India,"Calendar Year (Jan - Dec), 2019",Male,Extortion,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2019",Male,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Extortion,Persons Acquitted,18
India,"Calendar Year (Jan - Dec), 2019",Male,"Forgery , Cheating & Fraud",Persons Arrested,1678
India,"Calendar Year (Jan - Dec), 2019",Male,"Forgery , Cheating & Fraud",Persons Chargesheeted,1723
India,"Calendar Year (Jan - Dec), 2019",Male,"Forgery , Cheating & Fraud",Persons Convicted,33
India,"Calendar Year (Jan - Dec), 2019",Male,"Forgery , Cheating & Fraud",Persons Discharged,19
India,"Calendar Year (Jan - Dec), 2019",Male,"Forgery , Cheating & Fraud",Persons Acquitted,229
India,"Calendar Year (Jan - Dec), 2019",Male,Fraud,Persons Arrested,239
India,"Calendar Year (Jan - Dec), 2019",Male,Fraud,Persons Chargesheeted,230
India,"Calendar Year (Jan - Dec), 2019",Male,Fraud,Persons Convicted,8
India,"Calendar Year (Jan - Dec), 2019",Male,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Fraud,Persons Acquitted,33
India,"Calendar Year (Jan - Dec), 2019",Male,Grievous Hurt,Persons Arrested,1486
India,"Calendar Year (Jan - Dec), 2019",Male,Grievous Hurt,Persons Chargesheeted,1542
India,"Calendar Year (Jan - Dec), 2019",Male,Grievous Hurt,Persons Convicted,111
India,"Calendar Year (Jan - Dec), 2019",Male,Grievous Hurt,Persons Discharged,15
India,"Calendar Year (Jan - Dec), 2019",Male,Grievous Hurt,Persons Acquitted,371
India,"Calendar Year (Jan - Dec), 2019",Male,Kidnapping and Abduction,Persons Arrested,94
India,"Calendar Year (Jan - Dec), 2019",Male,Kidnapping and Abduction,Persons Chargesheeted,69
India,"Calendar Year (Jan - Dec), 2019",Male,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2019",Male,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2019",Male,Kidnapping and Abduction,Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2019",Male,Murder,Persons Arrested,1931
