Country,Year,Gender,Crime Head,Action Against Crime,"Number Of Disposal Persons Arrested For Crime Against Senior Citizen (UOM:Number), Scaling Factor:1"
India,"Calendar Year (Jan - Dec), 2018",Female,Grievous Hurt,Persons Discharged,9
India,"Calendar Year (Jan - Dec), 2018",Female,Grievous Hurt,Persons Acquitted,106
India,"Calendar Year (Jan - Dec), 2018",Female,Kidnapping and Abduction,Persons Arrested,2
India,"Calendar Year (Jan - Dec), 2018",Female,Kidnapping and Abduction,Persons Chargesheeted,2
India,"Calendar Year (Jan - Dec), 2018",Female,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Murder,Persons Arrested,103
India,"Calendar Year (Jan - Dec), 2018",Female,Murder,Persons Chargesheeted,71
India,"Calendar Year (Jan - Dec), 2018",Female,Murder,Persons Convicted,10
India,"Calendar Year (Jan - Dec), 2018",Female,Murder,Persons Discharged,13
India,"Calendar Year (Jan - Dec), 2018",Female,Murder,Persons Acquitted,16
India,"Calendar Year (Jan - Dec), 2018",Female,Other Cheating,Persons Arrested,89
India,"Calendar Year (Jan - Dec), 2018",Female,Other Cheating,Persons Chargesheeted,65
India,"Calendar Year (Jan - Dec), 2018",Female,Other Cheating,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Other Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Other Cheating,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Other Forgery,Persons Arrested,12
India,"Calendar Year (Jan - Dec), 2018",Female,Other Forgery,Persons Chargesheeted,3
India,"Calendar Year (Jan - Dec), 2018",Female,Other Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Other Forgery,Persons Acquitted,13
India,"Calendar Year (Jan - Dec), 2018",Female,Other IPC Crimes,Persons Arrested,496
India,"Calendar Year (Jan - Dec), 2018",Female,Other IPC Crimes,Persons Chargesheeted,515
India,"Calendar Year (Jan - Dec), 2018",Female,Other IPC Crimes,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2018",Female,Other IPC Crimes,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Other IPC Crimes,Persons Acquitted,1
India,"Calendar Year (Jan - Dec), 2018",Female,Rape,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2018",Female,Rape,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2018",Female,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Robbery,Persons Arrested,18
India,"Calendar Year (Jan - Dec), 2018",Female,Robbery,Persons Chargesheeted,20
India,"Calendar Year (Jan - Dec), 2018",Female,Robbery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Robbery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Simple Hurt,Persons Arrested,506
India,"Calendar Year (Jan - Dec), 2018",Female,Simple Hurt,Persons Chargesheeted,702
India,"Calendar Year (Jan - Dec), 2018",Female,Simple Hurt,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Simple Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Simple Hurt,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Theft,Persons Arrested,86
India,"Calendar Year (Jan - Dec), 2018",Female,Theft,Persons Chargesheeted,74
India,"Calendar Year (Jan - Dec), 2018",Female,Theft,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2018",Female,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2018",Female,Theft,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Male,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,161
India,"Calendar Year (Jan - Dec), 2017",Male,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,152
India,"Calendar Year (Jan - Dec), 2017",Male,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2017",Male,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to Commit Murder,Persons Arrested,863
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to Commit Murder,Persons Chargesheeted,806
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to Commit Murder,Persons Convicted,44
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to Commit Murder,Persons Discharged,5
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to Commit Murder,Persons Acquitted,134
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to commit Culpable Homicide,Persons Arrested,84
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to commit Culpable Homicide,Persons Chargesheeted,69
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to commit Culpable Homicide,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Attempt to commit Culpable Homicide,Persons Acquitted,3
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Intimidation,Persons Arrested,1229
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Intimidation,Persons Chargesheeted,1395
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Intimidation,Persons Convicted,61
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Intimidation,Persons Discharged,48
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Intimidation,Persons Acquitted,183
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Trespass,Persons Arrested,488
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Trespass,Persons Chargesheeted,761
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Trespass,Persons Convicted,50
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Trespass,Persons Discharged,8
India,"Calendar Year (Jan - Dec), 2017",Male,Criminal Trespass,Persons Acquitted,242
India,"Calendar Year (Jan - Dec), 2017",Male,Culpable Homicide not amounting to Murder,Persons Arrested,103
India,"Calendar Year (Jan - Dec), 2017",Male,Culpable Homicide not amounting to Murder,Persons Chargesheeted,96
India,"Calendar Year (Jan - Dec), 2017",Male,Culpable Homicide not amounting to Murder,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2017",Male,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Culpable Homicide not amounting to Murder,Persons Acquitted,17
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity,Persons Arrested,139
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity,Persons Chargesheeted,143
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity,Persons Convicted,5
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity with Murder,Persons Arrested,14
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity with Murder,Persons Chargesheeted,15
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Male,Extortion,Persons Arrested,124
India,"Calendar Year (Jan - Dec), 2017",Male,Extortion,Persons Chargesheeted,115
India,"Calendar Year (Jan - Dec), 2017",Male,Extortion,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2017",Male,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Extortion,Persons Acquitted,20
India,"Calendar Year (Jan - Dec), 2017",Male,"Forgery , Cheating & Fraud",Persons Arrested,1574
India,"Calendar Year (Jan - Dec), 2017",Male,"Forgery , Cheating & Fraud",Persons Chargesheeted,1198
India,"Calendar Year (Jan - Dec), 2017",Male,"Forgery , Cheating & Fraud",Persons Convicted,39
India,"Calendar Year (Jan - Dec), 2017",Male,"Forgery , Cheating & Fraud",Persons Discharged,4
India,"Calendar Year (Jan - Dec), 2017",Male,"Forgery , Cheating & Fraud",Persons Acquitted,219
India,"Calendar Year (Jan - Dec), 2017",Male,Fraud,Persons Arrested,191
India,"Calendar Year (Jan - Dec), 2017",Male,Fraud,Persons Chargesheeted,144
India,"Calendar Year (Jan - Dec), 2017",Male,Fraud,Persons Convicted,8
India,"Calendar Year (Jan - Dec), 2017",Male,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Fraud,Persons Acquitted,10
India,"Calendar Year (Jan - Dec), 2017",Male,Grievous Hurt,Persons Arrested,1169
India,"Calendar Year (Jan - Dec), 2017",Male,Grievous Hurt,Persons Chargesheeted,1229
India,"Calendar Year (Jan - Dec), 2017",Male,Grievous Hurt,Persons Convicted,85
India,"Calendar Year (Jan - Dec), 2017",Male,Grievous Hurt,Persons Discharged,5
India,"Calendar Year (Jan - Dec), 2017",Male,Grievous Hurt,Persons Acquitted,254
India,"Calendar Year (Jan - Dec), 2017",Male,Kidnapping and Abduction,Persons Arrested,57
India,"Calendar Year (Jan - Dec), 2017",Male,Kidnapping and Abduction,Persons Chargesheeted,41
India,"Calendar Year (Jan - Dec), 2017",Male,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Male,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Kidnapping and Abduction,Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2017",Male,Murder,Persons Arrested,1768
India,"Calendar Year (Jan - Dec), 2017",Male,Murder,Persons Chargesheeted,1624
India,"Calendar Year (Jan - Dec), 2017",Male,Murder,Persons Convicted,203
India,"Calendar Year (Jan - Dec), 2017",Male,Murder,Persons Discharged,15
India,"Calendar Year (Jan - Dec), 2017",Male,Murder,Persons Acquitted,368
India,"Calendar Year (Jan - Dec), 2017",Male,Other Cheating,Persons Arrested,1317
India,"Calendar Year (Jan - Dec), 2017",Male,Other Cheating,Persons Chargesheeted,1013
India,"Calendar Year (Jan - Dec), 2017",Male,Other Cheating,Persons Convicted,31
India,"Calendar Year (Jan - Dec), 2017",Male,Other Cheating,Persons Discharged,4
India,"Calendar Year (Jan - Dec), 2017",Male,Other Cheating,Persons Acquitted,206
India,"Calendar Year (Jan - Dec), 2017",Male,Other Forgery,Persons Arrested,66
India,"Calendar Year (Jan - Dec), 2017",Male,Other Forgery,Persons Chargesheeted,41
India,"Calendar Year (Jan - Dec), 2017",Male,Other Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Male,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Male,Other Forgery,Persons Acquitted,3
India,"Calendar Year (Jan - Dec), 2017",Male,Other IPC Crimes,Persons Arrested,5426
India,"Calendar Year (Jan - Dec), 2017",Male,Other IPC Crimes,Persons Chargesheeted,5983
India,"Calendar Year (Jan - Dec), 2017",Male,Other IPC Crimes,Persons Convicted,867
India,"Calendar Year (Jan - Dec), 2017",Male,Other IPC Crimes,Persons Discharged,114
India,"Calendar Year (Jan - Dec), 2017",Male,Other IPC Crimes,Persons Acquitted,1466
India,"Calendar Year (Jan - Dec), 2017",Male,Rape,Persons Arrested,85
India,"Calendar Year (Jan - Dec), 2017",Male,Rape,Persons Chargesheeted,72
India,"Calendar Year (Jan - Dec), 2017",Male,Rape,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2017",Male,Rape,Persons Discharged,1
India,"Calendar Year (Jan - Dec), 2017",Male,Rape,Persons Acquitted,10
India,"Calendar Year (Jan - Dec), 2017",Male,Robbery,Persons Arrested,1173
India,"Calendar Year (Jan - Dec), 2017",Male,Robbery,Persons Chargesheeted,944
India,"Calendar Year (Jan - Dec), 2017",Male,Robbery,Persons Convicted,63
India,"Calendar Year (Jan - Dec), 2017",Male,Robbery,Persons Discharged,11
India,"Calendar Year (Jan - Dec), 2017",Male,Robbery,Persons Acquitted,128
India,"Calendar Year (Jan - Dec), 2017",Male,Simple Hurt,Persons Arrested,6513
India,"Calendar Year (Jan - Dec), 2017",Male,Simple Hurt,Persons Chargesheeted,9030
India,"Calendar Year (Jan - Dec), 2017",Male,Simple Hurt,Persons Convicted,899
India,"Calendar Year (Jan - Dec), 2017",Male,Simple Hurt,Persons Discharged,285
India,"Calendar Year (Jan - Dec), 2017",Male,Simple Hurt,Persons Acquitted,1550
India,"Calendar Year (Jan - Dec), 2017",Male,Theft,Persons Arrested,1737
India,"Calendar Year (Jan - Dec), 2017",Male,Theft,Persons Chargesheeted,1244
India,"Calendar Year (Jan - Dec), 2017",Male,Theft,Persons Convicted,149
India,"Calendar Year (Jan - Dec), 2017",Male,Theft,Persons Discharged,28
India,"Calendar Year (Jan - Dec), 2017",Male,Theft,Persons Acquitted,235
India,"Calendar Year (Jan - Dec), 2017",Female,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,19
India,"Calendar Year (Jan - Dec), 2017",Female,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,24
India,"Calendar Year (Jan - Dec), 2017",Female,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to Commit Murder,Persons Arrested,29
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to Commit Murder,Persons Chargesheeted,22
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to Commit Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to Commit Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to Commit Murder,Persons Acquitted,6
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to commit Culpable Homicide,Persons Arrested,2
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to commit Culpable Homicide,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to commit Culpable Homicide,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Attempt to commit Culpable Homicide,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Intimidation,Persons Arrested,150
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Intimidation,Persons Chargesheeted,153
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Intimidation,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Intimidation,Persons Discharged,3
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Intimidation,Persons Acquitted,8
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Trespass,Persons Arrested,38
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Trespass,Persons Chargesheeted,83
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Trespass,Persons Convicted,2
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Trespass,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Criminal Trespass,Persons Acquitted,21
India,"Calendar Year (Jan - Dec), 2017",Female,Culpable Homicide not amounting to Murder,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2017",Female,Culpable Homicide not amounting to Murder,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2017",Female,Culpable Homicide not amounting to Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Culpable Homicide not amounting to Murder,Persons Acquitted,1
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity with Murder,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity with Murder,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Extortion,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2017",Female,Extortion,Persons Chargesheeted,1
India,"Calendar Year (Jan - Dec), 2017",Female,Extortion,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Extortion,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,"Forgery , Cheating & Fraud",Persons Arrested,83
India,"Calendar Year (Jan - Dec), 2017",Female,"Forgery , Cheating & Fraud",Persons Chargesheeted,63
India,"Calendar Year (Jan - Dec), 2017",Female,"Forgery , Cheating & Fraud",Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,"Forgery , Cheating & Fraud",Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,"Forgery , Cheating & Fraud",Persons Acquitted,24
India,"Calendar Year (Jan - Dec), 2017",Female,Fraud,Persons Arrested,8
India,"Calendar Year (Jan - Dec), 2017",Female,Fraud,Persons Chargesheeted,9
India,"Calendar Year (Jan - Dec), 2017",Female,Fraud,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Fraud,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Fraud,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Grievous Hurt,Persons Arrested,92
India,"Calendar Year (Jan - Dec), 2017",Female,Grievous Hurt,Persons Chargesheeted,104
India,"Calendar Year (Jan - Dec), 2017",Female,Grievous Hurt,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2017",Female,Grievous Hurt,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Grievous Hurt,Persons Acquitted,21
India,"Calendar Year (Jan - Dec), 2017",Female,Kidnapping and Abduction,Persons Arrested,1
India,"Calendar Year (Jan - Dec), 2017",Female,Kidnapping and Abduction,Persons Chargesheeted,2
India,"Calendar Year (Jan - Dec), 2017",Female,Kidnapping and Abduction,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Kidnapping and Abduction,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Kidnapping and Abduction,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Murder,Persons Arrested,85
India,"Calendar Year (Jan - Dec), 2017",Female,Murder,Persons Chargesheeted,68
India,"Calendar Year (Jan - Dec), 2017",Female,Murder,Persons Convicted,6
India,"Calendar Year (Jan - Dec), 2017",Female,Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Murder,Persons Acquitted,22
India,"Calendar Year (Jan - Dec), 2017",Female,Other Cheating,Persons Arrested,70
India,"Calendar Year (Jan - Dec), 2017",Female,Other Cheating,Persons Chargesheeted,51
India,"Calendar Year (Jan - Dec), 2017",Female,Other Cheating,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Other Cheating,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Other Cheating,Persons Acquitted,24
India,"Calendar Year (Jan - Dec), 2017",Female,Other Forgery,Persons Arrested,5
India,"Calendar Year (Jan - Dec), 2017",Female,Other Forgery,Persons Chargesheeted,3
India,"Calendar Year (Jan - Dec), 2017",Female,Other Forgery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Other Forgery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Other Forgery,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Other IPC Crimes,Persons Arrested,295
India,"Calendar Year (Jan - Dec), 2017",Female,Other IPC Crimes,Persons Chargesheeted,308
India,"Calendar Year (Jan - Dec), 2017",Female,Other IPC Crimes,Persons Convicted,33
India,"Calendar Year (Jan - Dec), 2017",Female,Other IPC Crimes,Persons Discharged,9
India,"Calendar Year (Jan - Dec), 2017",Female,Other IPC Crimes,Persons Acquitted,53
India,"Calendar Year (Jan - Dec), 2017",Female,Rape,Persons Arrested,0
India,"Calendar Year (Jan - Dec), 2017",Female,Rape,Persons Chargesheeted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Rape,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Rape,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Rape,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Robbery,Persons Arrested,19
India,"Calendar Year (Jan - Dec), 2017",Female,Robbery,Persons Chargesheeted,12
India,"Calendar Year (Jan - Dec), 2017",Female,Robbery,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2017",Female,Robbery,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Robbery,Persons Acquitted,3
India,"Calendar Year (Jan - Dec), 2017",Female,Simple Hurt,Persons Arrested,509
India,"Calendar Year (Jan - Dec), 2017",Female,Simple Hurt,Persons Chargesheeted,688
India,"Calendar Year (Jan - Dec), 2017",Female,Simple Hurt,Persons Convicted,42
India,"Calendar Year (Jan - Dec), 2017",Female,Simple Hurt,Persons Discharged,13
India,"Calendar Year (Jan - Dec), 2017",Female,Simple Hurt,Persons Acquitted,131
India,"Calendar Year (Jan - Dec), 2017",Female,Theft,Persons Arrested,105
India,"Calendar Year (Jan - Dec), 2017",Female,Theft,Persons Chargesheeted,71
India,"Calendar Year (Jan - Dec), 2017",Female,Theft,Persons Convicted,10
India,"Calendar Year (Jan - Dec), 2017",Female,Theft,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2017",Female,Theft,Persons Acquitted,13
India,"Calendar Year (Jan - Dec), 2016",Male,Assault on Women with Intent to Outrage her Modesty,Persons Arrested,161
India,"Calendar Year (Jan - Dec), 2016",Male,Assault on Women with Intent to Outrage her Modesty,Persons Chargesheeted,152
India,"Calendar Year (Jan - Dec), 2016",Male,Assault on Women with Intent to Outrage her Modesty,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2016",Male,Assault on Women with Intent to Outrage her Modesty,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2016",Male,Assault on Women with Intent to Outrage her Modesty,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to Commit Murder,Persons Arrested,863
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to Commit Murder,Persons Chargesheeted,806
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to Commit Murder,Persons Convicted,44
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to Commit Murder,Persons Discharged,5
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to Commit Murder,Persons Acquitted,134
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to commit Culpable Homicide,Persons Arrested,84
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to commit Culpable Homicide,Persons Chargesheeted,69
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to commit Culpable Homicide,Persons Convicted,1
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to commit Culpable Homicide,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2016",Male,Attempt to commit Culpable Homicide,Persons Acquitted,3
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Intimidation,Persons Arrested,1229
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Intimidation,Persons Chargesheeted,1395
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Intimidation,Persons Convicted,61
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Intimidation,Persons Discharged,48
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Intimidation,Persons Acquitted,183
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Trespass,Persons Arrested,488
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Trespass,Persons Chargesheeted,761
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Trespass,Persons Convicted,50
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Trespass,Persons Discharged,8
India,"Calendar Year (Jan - Dec), 2016",Male,Criminal Trespass,Persons Acquitted,242
India,"Calendar Year (Jan - Dec), 2016",Male,Culpable Homicide not amounting to Murder,Persons Arrested,103
India,"Calendar Year (Jan - Dec), 2016",Male,Culpable Homicide not amounting to Murder,Persons Chargesheeted,96
India,"Calendar Year (Jan - Dec), 2016",Male,Culpable Homicide not amounting to Murder,Persons Convicted,3
India,"Calendar Year (Jan - Dec), 2016",Male,Culpable Homicide not amounting to Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2016",Male,Culpable Homicide not amounting to Murder,Persons Acquitted,17
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity,Persons Arrested,139
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity,Persons Chargesheeted,143
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity,Persons Convicted,5
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity,Persons Acquitted,15
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity with Murder,Persons Arrested,14
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity with Murder,Persons Chargesheeted,15
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity with Murder,Persons Convicted,0
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity with Murder,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2016",Male,Dacoity with Murder,Persons Acquitted,0
India,"Calendar Year (Jan - Dec), 2016",Male,Extortion,Persons Arrested,124
India,"Calendar Year (Jan - Dec), 2016",Male,Extortion,Persons Chargesheeted,115
India,"Calendar Year (Jan - Dec), 2016",Male,Extortion,Persons Convicted,4
India,"Calendar Year (Jan - Dec), 2016",Male,Extortion,Persons Discharged,0
India,"Calendar Year (Jan - Dec), 2016",Male,Extortion,Persons Acquitted,20
India,"Calendar Year (Jan - Dec), 2016",Male,"Forgery , Cheating & Fraud",Persons Arrested,1574
India,"Calendar Year (Jan - Dec), 2016",Male,"Forgery , Cheating & Fraud",Persons Chargesheeted,1198
India,"Calendar Year (Jan - Dec), 2016",Male,"Forgery , Cheating & Fraud",Persons Convicted,39
India,"Calendar Year (Jan - Dec), 2016",Male,"Forgery , Cheating & Fraud",Persons Discharged,4
India,"Calendar Year (Jan - Dec), 2016",Male,"Forgery , Cheating & Fraud",Persons Acquitted,219
