Country,State,Year,Price Type,"Agriculture, Forestry And Fishing (UOM:INR(IndianRupees)), Scaling Factor:10000000","Mining And Quarrying (UOM:INR(IndianRupees)), Scaling Factor:10000000","Manufacturing (UOM:INR(IndianRupees)), Scaling Factor:10000000","Electricity, Gas, Water Supply And Other Utility Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Construction (UOM:INR(IndianRupees)), Scaling Factor:10000000","Trade, Repair, Hotels And Restaurants (UOM:INR(IndianRupees)), Scaling Factor:10000000","Transport, Storage, Communication And Services Related To Broadcasting (UOM:INR(IndianRupees)), Scaling Factor:10000000","Financial Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Real Estate, Ownership Of Dwelling And Professional Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Public Administration, Defence And Other Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Other Services (UOM:INR(IndianRupees)), Scaling Factor:10000000","Total Net State Value Added (Nsva) At Basic Prices (UOM:INR(IndianRupees)), Scaling Factor:10000000"
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023",Current Prices,431100,32259,129806,24766,95749,89716,89981,56596,91862,41772,97360,1180968
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2023",Constant Prices,203378,16190,90095,16905,58317,55392,44603,36864,47015,21243,43079,633082
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Assam,"Financial Year (Apr - Mar), 2023",Current Prices,97289,50797,54236,7128,28154,58005,22210,14035,19209,26265,52802,430131
India,Assam,"Financial Year (Apr - Mar), 2023",Constant Prices,47622,36342,35833,4815,25079,42618,13235,6381,9865,14485,22293,258567
India,Bihar,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Bihar,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Chandigarh,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Chandigarh,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023",Current Prices,91230,27700,70113,21883,61050,27579,13948,12893,34004,29386,28432,418218
India,Chhattisgarh,"Financial Year (Apr - Mar), 2023",Constant Prices,42712,27657,58507,20999,30582,14074,9983,8421,17973,14985,14427,260319
India,Delhi,"Financial Year (Apr - Mar), 2023",Current Prices,2989,10492,40033,19203,50957,104199,93620,131086,265095,48764,97384,863822
India,Delhi,"Financial Year (Apr - Mar), 2023",Constant Prices,1402,6670,29564,9945,28202,69035,54261,75717,141533,27068,56217,499615
India,Goa,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Goa,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Gujarat,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Gujarat,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Haryana,"Financial Year (Apr - Mar), 2023",Current Prices,158218,803,150412,14267,70131,111068,42864,42618,169909,20263,50388,830941
India,Haryana,"Financial Year (Apr - Mar), 2023",Constant Prices,85102,450,111698,2420,42146,73705,24132,29135,84509,10489,24069,487855
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023",Current Prices,20416,556,50972,7746,13461,10584,6239,5217,16951,8952,20761,161854
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2023",Constant Prices,13448,314,39783,5795,10259,8061,3392,3560,10749,5307,11979,112646
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023",Current Prices,33060.158826160904235,787.355708210472177,15753.71120794973393915460,7075.76970559470851333940,14320.75535797789982634810,18214.67838783310228579020,8301.36266123614751903670,7492.45174797559679460600,13871.79512921539343878620,35359.28599077256189621500,20509.36400150813493332880,174831.37309202430113115810
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2023",Constant Prices,14267.041537994714553,173.667058316560158,11208.35568930187515266190,10999.03654125138197850450,8026.50901356236909876460,8486.22863778541485509160,3705.14454586573898929080,4472.97413100423030570930,6055.58339056356654770310,17677.68674166618288105930,10145.13179242857571196520,95255.86239273517877800260
India,Jharkhand,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Jharkhand,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Karnataka,"Financial Year (Apr - Mar), 2023",Current Prices,283913,12483,253370,23202,118686,210424,104847,104751,774898,50101,121755,2058430
India,Karnataka,"Financial Year (Apr - Mar), 2023",Constant Prices,117487,9874,180957,14076,71413,109305,66053,67196,392051,26388,60876,1115676
India,Kerala,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Kerala,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Ladakh,"Financial Year (Apr - Mar), 2023",Current Prices,824.8411738390923765,19.6442917895277423,352.28879205026606084540,158.23029440529148666060,320.24464202210017365190,407.32161216689771420980,185.63733876385248096330,167.54825202440320539400,310.20487078460656121380,790.71400922743810378500,458.63599849186506667120,3909.62690797569886884190
India,Ladakh,"Financial Year (Apr - Mar), 2023",Constant Prices,355.9584620052839847,4.3329416834398242,250.64431069812484733810,245.96345874861802149550,179.49098643763090123540,189.77136221458514490840,82.85545413426101070920,100.02586899576969429070,135.41660943643345229690,395.31325833381711894070,226.86820757142428803480,2130.13760726482122199740
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023",Current Prices,526873,28333,71017,28689,93238,117506,60158,41144,47128,53565,85343,1152996
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2023",Constant Prices,197039,10437,52646,18122,50952,60672,31881,26166,23220,27265,40227,538628
India,Maharashtra,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Maharashtra,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Manipur,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Manipur,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Meghalaya,"Financial Year (Apr - Mar), 2023",Current Prices,9147,617,3713,783,2590,9420,2108,1101,1574,5016,4937,41006
India,Meghalaya,"Financial Year (Apr - Mar), 2023",Constant Prices,4280,404,2818,278,1225,5508,898,698,898,2571,2467,22046
India,Mizoram,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Mizoram,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Nagaland,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Nagaland,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Odisha,"Financial Year (Apr - Mar), 2023",Current Prices,139787,57440,145483,19937,46844,58179,37624,20397,35023,27967,53246,641927
India,Odisha,"Financial Year (Apr - Mar), 2023",Constant Prices,62535,44918,99553,12934,29837,38167,20293,14385,20064,18479,27188,388352
India,Puducherry,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Puducherry,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Punjab,"Financial Year (Apr - Mar), 2023",Current Prices,163623,144,84651,15221,43390,52991,27846,28227,46713,31816,61520,556141
India,Punjab,"Financial Year (Apr - Mar), 2023",Constant Prices,93981,52,53699,10497,29575,41192,17907,22497,36257,24297,46030,375982
India,Rajasthan,"Financial Year (Apr - Mar), 2023",Current Prices,370993,51830,128016,28638,121442,161174,62677,52906,121321,39171,121999,1260166
India,Rajasthan,"Financial Year (Apr - Mar), 2023",Constant Prices,196075,22199,95124,5189,56354,80819,34096,34456,64325,20028,59822,668486
India,Sikkim,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Sikkim,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Tamil Nadu,"Financial Year (Apr - Mar), 2023",Current Prices,294576,5514,420170,34275,269593,250518,99853,126313,390391,56981,242127,2190310
India,Tamil Nadu,"Financial Year (Apr - Mar), 2023",Constant Prices,143919,4615,290871,1855,147482,143017,51071,90793,189389,27801,114674,1205487
India,Telangana,"Financial Year (Apr - Mar), 2023",Current Prices,201726,24004,105021,17865,60521,246788,81272,65044,271423,32655,96240,1202558
India,Telangana,"Financial Year (Apr - Mar), 2023",Constant Prices,89343,17582,73073,7501,36195,117345,40416,39431,126934,15300,40326,603446
India,Tripura,"Financial Year (Apr - Mar), 2023",Current Prices,,,,,,,,,,,,
India,Tripura,"Financial Year (Apr - Mar), 2023",Constant Prices,,,,,,,,,,,,
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023",Current Prices,548388,24759,230162,43798,256756,165434,157686,70363,264325,128027,103365,1993063
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2023",Constant Prices,271818,25124,164761,8452,149757,104810,122994,44547,129745,69627,49310,1140947
India,Uttarakhand,"Financial Year (Apr - Mar), 2023",Current Prices,25412,2797,95972,9235,33132,45105,22042,10007,12283,10814,18700,285499
India,Uttarakhand,"Financial Year (Apr - Mar), 2023",Constant Prices,12473,1792,66197,6132,17283,25328,11069,6516,9070,6912,10420,173192
India,West Bengal,"Financial Year (Apr - Mar), 2023",Current Prices,297640,7502,194065,22226,101827,265522,92534,78212,164222,65614,154391,1443755
India,West Bengal,"Financial Year (Apr - Mar), 2023",Constant Prices,149323,6594,138871,16386,74599,125343,44812,38321,76909,29986,78096,779240
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2022",Current Prices,,,,,,,,,,,,
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2022",Constant Prices,,,,,,,,,,,,
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2022",Current Prices,406152,28697,125021,21537,85032,81991,80466,48925,82011,40827,86616,1087275
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2022",Constant Prices,199856,15333,85156,14800,52761,53664,41736,34476,43710,21877,40500,603869
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2022",Current Prices,13314,551,376,3161,2813,1074,756,432,576,4740,6038,33829
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2022",Constant Prices,6522,219,266,964,1572,546,406,267,312,2490,3628,17191
India,Assam,"Financial Year (Apr - Mar), 2022",Current Prices,89686,47107,46614,6129,26032,51489,19753,12432,17012,22164,42811,381230
India,Assam,"Financial Year (Apr - Mar), 2022",Constant Prices,42911,28075,35513,3823,21671,40676,12405,6211,9138,12532,20424,233378
India,Bihar,"Financial Year (Apr - Mar), 2022",Current Prices,168828,1035,47187,7573,59858,112520,64360,28518,47141,33738,100045,670805
India,Bihar,"Financial Year (Apr - Mar), 2022",Constant Prices,78221,409,34528,6016,36525,68456,35879,19422,35552,17973,53982,386963
India,Chandigarh,"Financial Year (Apr - Mar), 2022",Current Prices,289,,899,616,2705,15692,1662,5911,10032,3303,3615,44723
India,Chandigarh,"Financial Year (Apr - Mar), 2022",Constant Prices,144,,848,345,1344,10881,1120,3651,6063,1768,1859,28022
India,Chhattisgarh,"Financial Year (Apr - Mar), 2022",Current Prices,83637,25913,67106,20425,54794,24693,13393,11619,32600,27631,25696,387509
India,Chhattisgarh,"Financial Year (Apr - Mar), 2022",Constant Prices,41323,25969,55742,19694,27993,13235,9520,7866,17730,14798,13585,247455
India,Delhi,"Financial Year (Apr - Mar), 2022",Current Prices,2597,9761,38489,17079,46222,98925,82296,119286,242366,43111,87106,787237
India,Delhi,"Financial Year (Apr - Mar), 2022",Constant Prices,1340,5984,28335,9181,26255,64728,47347,73585,132629,24505,50992,464881
India,Goa,"Financial Year (Apr - Mar), 2022",Current Prices,5075,74,28357,7372,3510,7637,2860,2880,6332,6529,5091,75718
India,Goa,"Financial Year (Apr - Mar), 2022",Constant Prices,2680,65,21620,3286,2252,4167,1025,1420,3815,3493,2782,46605
India,Gujarat,"Financial Year (Apr - Mar), 2022",Current Prices,290652,62809,553418,37239,109551,197323,85801,88926,90989,46948,59029,1622685
India,Gujarat,"Financial Year (Apr - Mar), 2022",Constant Prices,155134,32436,350712,30565,82844,137495,65973,65975,56508,25124,36086,1038852
India,Haryana,"Financial Year (Apr - Mar), 2022",Current Prices,145719,737,143047,13147,64709,97869,38340,37319,147456,19064,44488,751894
India,Haryana,"Financial Year (Apr - Mar), 2022",Constant Prices,81524,415,104811,2292,38639,64142,21519,28294,77783,10533,22892,452844
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2022",Current Prices,18913,544,46746,7273,12135,9610,5525,4928,15551,9131,20098,150455
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2022",Constant Prices,13634,297,36550,5429,9085,7579,3010,3387,9971,5466,10829,105237
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2022",Current Prices,30067.816871908713198,575.638002285227490,14218.05203767275130631760,6435.09661226259155505390,13587.16021294112468327310,16234.94962309385843301180,7661.66769476407959427530,6849.82240092338176927230,13231.12203588327648050070,33360.97281569238640647870,18032.74679186398205030760,160332.59864551747720342380
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2022",Constant Prices,13710.916688329325283,128.786807290932252,10330.97589583789208154420,10188.16937427073318702560,7792.73669401065008650470,7886.63687257535730481830,3482.13162177455934579600,4230.39866971206999173250,5943.09880165792769243160,17124.06693887842990641870,9023.22028395233425982250,89875.18653560544536192850
India,Jharkhand,"Financial Year (Apr - Mar), 2022",Current Prices,64590,17504,72067,5695,30130,41602,22105,9924,27193,18382,23922,333114
India,Jharkhand,"Financial Year (Apr - Mar), 2022",Constant Prices,28947,16590,52308,3647,19349,26492,12733,6998,20460,10338,14575,212437
India,Karnataka,"Financial Year (Apr - Mar), 2022",Current Prices,268864,11168,239845,20549,109630,194629,97675,95284,674161,43145,107015,1861965
India,Karnataka,"Financial Year (Apr - Mar), 2022",Constant Prices,119655,8999,168432,13444,66029,105524,62668,61709,354814,23872,56246,1041391
India,Kerala,"Financial Year (Apr - Mar), 2022",Current Prices,71037,2306,74569,11808,118400,158651,46639,42763,140778,30185,115424,812560
India,Kerala,"Financial Year (Apr - Mar), 2022",Constant Prices,35551,2114,60477,6396,68425,84698,30570,29490,83743,16551,62648,480662
India,Ladakh,"Financial Year (Apr - Mar), 2022",Current Prices,750.1831280912837202,14.3619977147724510,317.94796232724869368240,143.90338773740844494610,303.83978705887531672690,363.05037690614156698820,171.33230523592040572470,153.17759907661823072770,295.87796411672351949930,746.02718430761359352130,403.25320813601794969240,3585.40135448252279657620
India,Ladakh,"Financial Year (Apr - Mar), 2022",Constant Prices,342.0833116706733117,3.2131927090677348,231.02410416210791845580,227.83062572926681297440,174.26330598934991349530,176.36312742464269518170,77.86837822544065420400,94.60133028793000826750,132.90119834207230756840,382.93306112157009358130,201.77971604766574017750,2009.81346439455463807150
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2022",Current Prices,480493,25035,69066,26562,86695,111925,55795,37942,44605,47233,73617,1058969
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2022",Constant Prices,191692,9281,49188,16569,46813,57262,30220,24364,21925,25067,36729,509111
India,Maharashtra,"Financial Year (Apr - Mar), 2022",Current Prices,,,,,,,,,,,,
India,Maharashtra,"Financial Year (Apr - Mar), 2022",Constant Prices,,,,,,,,,,,,
India,Manipur,"Financial Year (Apr - Mar), 2022",Current Prices,,,,,,,,,,,,
India,Manipur,"Financial Year (Apr - Mar), 2022",Constant Prices,,,,,,,,,,,,
India,Meghalaya,"Financial Year (Apr - Mar), 2022",Current Prices,8263,547,3123,670,2365,8203,1765,1017,1475,4396,4386,36209
India,Meghalaya,"Financial Year (Apr - Mar), 2022",Constant Prices,4098,357,2474,256,1128,5359,811,675,889,2459,2346,20853
India,Mizoram,"Financial Year (Apr - Mar), 2022",Current Prices,,,,,,,,,,,,
India,Mizoram,"Financial Year (Apr - Mar), 2022",Constant Prices,,,,,,,,,,,,
India,Nagaland,"Financial Year (Apr - Mar), 2022",Current Prices,7111,429,203,550,2801,3028,1407,2004,1491,4450,6343,29816
India,Nagaland,"Financial Year (Apr - Mar), 2022",Constant Prices,2639,268,108,305,1054,1538,640,1256,711,1753,3315,13588
India,Odisha,"Financial Year (Apr - Mar), 2022",Current Prices,127822,48114,137467,18368,42799,49608,32835,19920,32126,22336,47522,578917
India,Odisha,"Financial Year (Apr - Mar), 2022",Constant Prices,60234,40595,89398,11624,27936,32245,17852,14048,19129,16023,25648,354732
India,Puducherry,"Financial Year (Apr - Mar), 2022",Current Prices,1685,392,12301,359,6323,3854,1234,1498,4051,1428,6489,39615
India,Puducherry,"Financial Year (Apr - Mar), 2022",Constant Prices,800,434,8648,148,3330,1352,636,925,1940,751,3029,21994
India,Punjab,"Financial Year (Apr - Mar), 2022",Current Prices,153060,135,78533,14199,39479,49526,25972,26006,43693,28811,55785,515200
India,Punjab,"Financial Year (Apr - Mar), 2022",Constant Prices,91728,51,50100,9564,26844,38782,16847,21793,34553,22660,42743,355666
India,Rajasthan,"Financial Year (Apr - Mar), 2022",Current Prices,327928,44240,122778,25887,109631,141019,54647,48140,113170,35977,108795,1132211
India,Rajasthan,"Financial Year (Apr - Mar), 2022",Constant Prices,188950,20279,89399,4693,50907,75020,29999,31640,61935,19506,55750,628079
India,Sikkim,"Financial Year (Apr - Mar), 2022",Current Prices,3243,13,13644,6155,1687,2290,709,499,238,2357,3339,33697
India,Sikkim,"Financial Year (Apr - Mar), 2022",Constant Prices,1258,7,6832,3153,809,1234,441,333,175,1172,1745,16810
India,Tamil Nadu,"Financial Year (Apr - Mar), 2022",Current Prices,260120,5305,377518,29885,235316,223190,90251,111312,339747,49914,205087,1927644
India,Tamil Nadu,"Financial Year (Apr - Mar), 2022",Constant Prices,137987,4468,273505,1764,135251,134188,46811,82205,172162,25582,103670,1117592
India,Telangana,"Financial Year (Apr - Mar), 2022",Current Prices,193641,21730,95820,16196,54567,204224,70753,59293,244513,28587,84174,1073498
India,Telangana,"Financial Year (Apr - Mar), 2022",Constant Prices,90479,16235,65242,7218,33564,105430,36151,36617,121429,14438,38652,565453
India,Tripura,"Financial Year (Apr - Mar), 2022",Current Prices,22809,6649,2003,1556,2658,5706,2240,1841,2858,6859,7799,62978
India,Tripura,"Financial Year (Apr - Mar), 2022",Constant Prices,9484,5135,1435,1400,1693,3920,913,1182,2285,3932,4695,36073
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2022",Current Prices,490297,20594,210453,40426,219710,148744,133518,65790,237674,111073,90789,1769069
India,Uttar Pradesh,"Financial Year (Apr - Mar), 2022",Constant Prices,257780,23043,155670,7837,132471,97415,105337,43760,122564,63971,45502,1055348
India,Uttarakhand,"Financial Year (Apr - Mar), 2022",Current Prices,23784,2543,83725,7460,26225,40363,19087,9116,11247,9935,17187,250671
India,Uttarakhand,"Financial Year (Apr - Mar), 2022",Constant Prices,12377,1742,60768,5689,15203,23591,10083,5989,8706,6378,9959,160484
India,West Bengal,"Financial Year (Apr - Mar), 2022",Current Prices,281364,7142,184384,22007,96203,222849,83329,68909,140369,59649,130043,1296249
India,West Bengal,"Financial Year (Apr - Mar), 2022",Constant Prices,146234,6522,129474,15715,69235,110427,42207,35423,68931,28583,69616,722367
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021",Current Prices,1308,46,50,222,1143,839,853,263,691,1538,1484,8439
India,Andaman and Nicobar Islands,"Financial Year (Apr - Mar), 2021",Constant Prices,728,35,41,197,1029,649,710,164,580,959,930,6021
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021",Current Prices,370922,20676,111925,18350,73198,60938,70160,42385,72692,36681,75286,953211
India,Andhra Pradesh,"Financial Year (Apr - Mar), 2021",Constant Prices,194046,13169,82186,13343,49580,43784,40487,29886,42918,21284,37851,568535
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021",Current Prices,12137,418,396,2601,2155,942,612,254,522,4407,4906,29350
India,Arunachal Pradesh,"Financial Year (Apr - Mar), 2021",Constant Prices,6347,215,294,948,1330,494,340,180,293,2407,2977,15824
India,Assam,"Financial Year (Apr - Mar), 2021",Current Prices,78894,46391,41036,5799,25502,40058,17505,10393,14102,18399,33412,331490
India,Assam,"Financial Year (Apr - Mar), 2021",Constant Prices,38559,27846,35344,2650,21221,40588,10297,5934,7940,9945,18392,218716
India,Bihar,"Financial Year (Apr - Mar), 2021",Current Prices,147724,813,45875,6508,51448,89211,55980,25575,41576,29619,87411,581739
India,Bihar,"Financial Year (Apr - Mar), 2021",Constant Prices,73321,329,34147,5491,32619,55951,32104,18033,32723,16460,49249,350427
India,Chandigarh,"Financial Year (Apr - Mar), 2021",Current Prices,284,,1030,554,2216,12758,1409,5556,8269,2715,3099,37889
India,Chandigarh,"Financial Year (Apr - Mar), 2021",Constant Prices,148,,838,332,1331,9158,970,3929,5216,1552,1702,25176
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021",Current Prices,77615,20707,60329,18516,48883,20321,12035,10402,30218,22621,23054,344701
India,Chhattisgarh,"Financial Year (Apr - Mar), 2021",Constant Prices,39398,23658,53369,18036,25657,11656,8918,7287,17601,12920,12866,231365
India,Delhi,"Financial Year (Apr - Mar), 2021",Current Prices,2482,8653,35927,15088,39561,78544,66941,103748,213462,38376,76810,679592
India,Delhi,"Financial Year (Apr - Mar), 2021",Constant Prices,1336,8232,28377,9734,23335,57106,39573,73154,122082,22314,46261,431505
India,Goa,"Financial Year (Apr - Mar), 2021",Current Prices,4938,71,27001,6209,2720,5963,1974,2710,5272,5542,4364,66765
India,Goa,"Financial Year (Apr - Mar), 2021",Constant Prices,2450,64,20597,3064,1768,3396,807,1911,3364,3165,2524,43108
India,Gujarat,"Financial Year (Apr - Mar), 2021",Current Prices,257926,48455,510543,35251,93786,186445,73368,84954,83168,40616,52527,1467040
India,Gujarat,"Financial Year (Apr - Mar), 2021",Constant Prices,147914,31188,342609,29531,75202,129542,51271,64555,52808,24591,34053,983264
India,Haryana,"Financial Year (Apr - Mar), 2021",Current Prices,135545,728,126351,12034,57426,81152,32789,32969,127089,16380,37976,660440
India,Haryana,"Financial Year (Apr - Mar), 2021",Constant Prices,78717,531,97479,1981,35724,58289,20262,23247,73120,9729,21035,420113
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021",Current Prices,17402,502,44142,6565,10850,8629,4839,4739,14646,6847,15525,134685
India,Himachal Pradesh,"Financial Year (Apr - Mar), 2021",Constant Prices,12987,278,35152,5015,8485,7052,2714,3344,9240,4388,9561,98216
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021",Current Prices,27732.092503314078264,374.652530300893824,13142.11249161881442980760,6190.56489725033317402890,12255.92955641439005697300,13178.30318544062867019930,7311.49827886652559264750,5578.25748285963818794230,12972.89654483033163013830,27564.59304304181374266210,15066.08802533526337171230,141439.10021681034565190820
India,Jammu and Kashmir,"Financial Year (Apr - Mar), 2021",Constant Prices,12831.849162805613472,81.955241003320524,9860.49687615430695645210,9261.88323780429843970290,7258.67942842387778234610,6635.61261857264342749440,3250.31555594293840058430,3944.78562657775220269530,6118.18350960670469324550,15046.52548813428270123030,8034.33402844276136695740,82357.30348926857369569590
India,Jharkhand,"Financial Year (Apr - Mar), 2021",Current Prices,56920,17012,66087,4835,27802,36472,19385,9126,24479,16845,21221,300183
India,Jharkhand,"Financial Year (Apr - Mar), 2021",Constant Prices,26056,16141,50763,3029,17782,25030,11625,6435,18433,9426,12893,197611
India,Karnataka,"Financial Year (Apr - Mar), 2021",Current Prices,254406,13466,217201,18225,96374,171830,79830,76497,577467,35689,94687,1635672
India,Karnataka,"Financial Year (Apr - Mar), 2021",Constant Prices,115822,8259,165042,12882,61367,98277,58734,53939,321041,20776,52343,968483
India,Kerala,"Financial Year (Apr - Mar), 2021",Current Prices,67885,2030,64344,9453,103884,140986,44228,38480,119513,28342,101557,720701
India,Kerala,"Financial Year (Apr - Mar), 2021",Constant Prices,35163,1861,55734,5813,66744,79494,29773,27334,76753,16261,56992,451921
India,Ladakh,"Financial Year (Apr - Mar), 2021",Current Prices,691.9074966859188936,9.3474696991061376,293.88750838118557019240,138.43510274966682597110,274.07044358560994302700,294.69681455937132980070,163.50172113347440735250,124.74251714036181205770,290.10345516966836986170,616.40695695818625733790,336.91197466473662828770,3162.89978318965434809180
India,Ladakh,"Financial Year (Apr - Mar), 2021",Constant Prices,320.1508371943852128,2.0447589966794676,220.50312384569304354790,207.11676219570156029710,162.32057157612221765390,148.38738142735657250560,72.68444405706159941570,88.21437342224779730470,136.81649039329530675450,336.47451186571729876970,179.66597155723863304260,1841.69651073142630430410
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Current Prices,442859,26496,62596,23415,75213,92554,45007,31360,37113,37627,60927,935167
India,Madhya Pradesh,"Financial Year (Apr - Mar), 2021",Constant Prices,182036,9388,47332,14616,43758,51093,26338,22112,21047,21459,31640,470819
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Current Prices,356655,58135,369089,49223,161862,231646,93933,274178,479743,88739,188737,2351938
India,Maharashtra,"Financial Year (Apr - Mar), 2021",Constant Prices,219229,65684,287396,22968,87342,129210,74227,201206,271095,47998,110815,1517170
India,Manipur,"Financial Year (Apr - Mar), 2021",Current Prices,8724,,373,445,1572,3575,1648,751,1541,5388,6776,30793
India,Manipur,"Financial Year (Apr - Mar), 2021",Constant Prices,3655,,277,192,1003,2567,1125,529,909,2768,3405,16430
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Current Prices,7368,438,2682,554,2184,7318,1526,960,1402,3949,3934,32315
India,Meghalaya,"Financial Year (Apr - Mar), 2021",Constant Prices,3901,316,2130,239,1029,5254,768,672,893,2327,2179,19707
India,Mizoram,"Financial Year (Apr - Mar), 2021",Current Prices,6084,124,102,3572,2405,2942,647,494,589,2839,3707,23504
India,Mizoram,"Financial Year (Apr - Mar), 2021",Constant Prices,2961,82,91,1950,1670,2562,446,348,430,2418,2099,15057
India,Nagaland,"Financial Year (Apr - Mar), 2021",Current Prices,5824,249,208,503,2363,2421,1206,1877,1430,3943,5590,25616
India,Nagaland,"Financial Year (Apr - Mar), 2021",Constant Prices,2077,183,132,354,998,1305,581,1316,761,1699,3069,12474
India,Odisha,"Financial Year (Apr - Mar), 2021",Current Prices,115642,53034,108646,12858,38042,41616,26072,18338,25903,20515,41510,502176
India,Odisha,"Financial Year (Apr - Mar), 2021",Constant Prices,54892,37425,82823,10612,25149,29890,15042,12930,18686,14717,23323,325491
India,Puducherry,"Financial Year (Apr - Mar), 2021",Current Prices,1527,427,10824,336,5351,3150,1101,1241,3732,1234,5529,34452
India,Puducherry,"Financial Year (Apr - Mar), 2021",Constant Prices,746,438,8122,151,3101,1196,608,878,1855,747,2917,20759
India,Punjab,"Financial Year (Apr - Mar), 2021",Current Prices,144439,124,73575,13436,35181,44576,22692,24780,40132,25012,50677,474624
India,Punjab,"Financial Year (Apr - Mar), 2021",Constant Prices,89301,49,47813,8773,24756,36306,15505,21094,33046,20856,39754,337253
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Current Prices,304800,33894,111040,23158,93780,114404,45306,41897,101839,29985,95288,995392
India,Rajasthan,"Financial Year (Apr - Mar), 2021",Constant Prices,181150,19846,85390,4215,46279,65080,26380,29543,58376,17330,52409,585997
India,Sikkim,"Financial Year (Apr - Mar), 2021",Current Prices,2963,11,12565,4967,1445,1913,611,445,84,2018,2934,29786
